status,band,address,neighborhood,ptype,sqft,asked,ask_ppsf,supported_ppsf,over_pct,suggested_list,reduce_by,pitch
Cancelled,$10M+,2733 NE 16th St,Coral Ridge,Single Family,7545,12000000,1590.0,1377.0,15.5,10389000,1611000,"Listed 15% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $10,389,000."
Cancelled,$10M+,24 Fiesta Way,Nurmi Isles,Single Family,6479,11975000,1848.0,1541.0,19.9,9984000,1991000,"Listed 20% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $9,984,000."
Cancelled,$10M+,1739 SE 11th St,Rio Vista,Single Family,8424,11500000,1365.0,1170.0,16.7,9856000,1644000,"Listed 17% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $9,856,000."
Expired,$10M+,525 N Ft Lauderdale Beach Blvd Unit#1902,Four Seasons,Condo,4516,10995000,2435.0,1719.0,41.7,7763000,3232000,"Listed 42% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $7,763,000."
Expired,$10M+,2010 Intracoastal Dr,Coral Ridge,Single Family,5323,10950000,2057.0,1412.0,45.7,7516000,3434000,"Listed 46% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $7,516,000."
Cancelled,$10M+,510 Coral Way,Coral Isles,Single Family,5625,10700000,1902.0,1277.0,48.9,7183000,3517000,"Listed 49% over supported value — comparable Coral Isles homes sell near $1,275/sqft. Suggested list $7,183,000."
Cancelled,$10M+,400 Mola Ave,Venice,Single Family,6036,10000000,1657.0,1371.0,20.9,8275000,1725000,"Listed 21% over supported value — comparable Venice homes sell near $1,123/sqft. Suggested list $8,275,000."
Cancelled,$10M+,1813 N Fort Lauderdale Beach Blvd,Las Olas,Single Family,5049,10000000,1981.0,1627.0,21.8,8215000,1785000,"Listed 22% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $8,215,000."
Expired,$5M–$10M,1730 SE 13th St,Lauderdale Harbors,Single Family,5950,9995000,1680.0,1399.0,20.1,8324000,1671000,"Listed 20% over supported value — comparable Lauderdale Harbors homes sell near $860/sqft. Suggested list $8,324,000."
Expired,$5M–$10M,2010 Intracoastal Dr,Coral Ridge,Single Family,5323,9950000,1869.0,1412.0,32.4,7516000,2434000,"Listed 32% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $7,516,000."
Cancelled,$5M–$10M,2010 Intracoastal Dr,Coral Ridge,Single Family,5332,9950000,1866.0,1439.0,29.7,7673000,2277000,"Listed 30% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $7,673,000."
Cancelled,$5M–$10M,520 San Marco Dr,Coral Isles,Single Family,4995,9900000,1982.0,1522.0,30.2,7602000,2298000,"Listed 30% over supported value — comparable Coral Isles homes sell near $1,275/sqft. Suggested list $7,602,000."
Cancelled,$5M–$10M,2870 NE 24th Place,Coral Ridge Galt,Single Family,5003,8000000,1599.0,1055.0,51.6,5278000,2722000,"Listed 52% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $5,278,000."
Cancelled,$5M–$10M,1236 E Lake Dr,Harbor Beach,Single Family,6366,7990000,1255.0,1129.0,11.2,7187000,803000,"Listed 11% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $7,187,000."
Expired,$5M–$10M,1626 E Lake Dr,Harbor Beach,Single Family,5541,7950000,1435.0,1235.0,16.2,6843000,1107000,"Listed 16% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $6,843,000."
Expired,$5M–$10M,76 Royal Palm Dr,Nurmi Isles,Single Family,5925,7900000,1333.0,1198.0,11.3,7098000,802000,"Listed 11% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $7,098,000."
Cancelled,$5M–$10M,2000 Harbourview Dr,Harbour Heights,Single Family,4964,6995000,1409.0,1105.0,27.5,5485000,1510000,"Listed 28% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $5,485,000."
Cancelled,$5M–$10M,525 N Fort Lauderdale Beach Blvd Unit#1801,Four Seasons,Condo,2634,6750000,2563.0,1612.0,59.0,4246000,2504000,"Listed 59% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $4,246,000."
Expired,$5M–$10M,525 N Fort Lauderdale Beach Boulevard Unit#1802,Four Seasons,Condo,2909,6500000,2234.0,1762.0,26.8,5126000,1374000,"Listed 27% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $5,126,000."
Expired,$5M–$10M,2000 Harbourview Dr,Harbour Heights,Single Family,4964,6500000,1309.0,1109.0,18.0,5505000,995000,"Listed 18% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $5,505,000."
Cancelled,$5M–$10M,168 Fiesta Way,Nurmi Isles,Single Family,4632,6390000,1380.0,1179.0,17.0,5461000,929000,"Listed 17% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $5,461,000."
Cancelled,$5M–$10M,168 Fiesta Way,Nurmi Isles,Single Family,4632,6290000,1358.0,1218.0,11.5,5642000,648000,"Listed 11% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $5,642,000."
Expired,$5M–$10M,168 Fiesta Way,Nurmi Isles,Single Family,4632,6290000,1358.0,1196.0,13.5,5540000,750000,"Listed 14% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $5,540,000."
Expired,$5M–$10M,168 Fiesta Way,Nurmi Isles,Single Family,4632,6290000,1358.0,1218.0,11.5,5642000,648000,"Listed 11% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $5,642,000."
Expired,$5M–$10M,2110 Intracoastal Dr,Coral Ridge,Single Family,4908,6250000,1273.0,978.0,30.2,4800000,1450000,"Listed 30% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $4,800,000."
Cancelled,$5M–$10M,2210 Intracoastal Drive,Coral Ridge,Single Family,4082,5900000,1445.0,1303.0,10.9,5319000,581000,"Listed 11% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $5,319,000."
Expired,$5M–$10M,1628 Haskins Ave,Harbor Beach,Single Family,4026,5750000,1428.0,1177.0,21.3,4739000,1011000,"Listed 21% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $4,739,000."
Expired,$5M–$10M,450 Victoria Ter,Victoria Park,Single Family,4043,5750000,1422.0,975.0,45.8,3942000,1808000,"Listed 46% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $3,942,000."
Cancelled,$5M–$10M,3306 NE 16th St,Las Olas,Single Family,3019,5725000,1896.0,1316.0,44.1,3973000,1752000,"Listed 44% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $3,973,000."
Cancelled,$5M–$10M,3320 NE 17th St,Las Olas,Single Family,3019,5499000,1821.0,1333.0,36.6,4024000,1475000,"Listed 37% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $4,024,000."
Cancelled,$5M–$10M,1628 Haskins Avenue,Harbor Beach,Single Family,4100,5490000,1339.0,1174.0,14.1,4813000,677000,"Listed 14% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $4,813,000."
Cancelled,$5M–$10M,2886 NE 25th St,Coral Ridge Galt,Single Family,4022,5390000,1340.0,971.0,38.0,3905000,1485000,"Listed 38% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $3,905,000."
Expired,$3M–$5M,525 N Fort Lauderdale Beach Blvd Unit#1101,Four Seasons,Condo,2184,4999999,2289.0,1579.0,45.0,3449000,1551000,"Listed 45% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $3,449,000."
Expired,$3M–$5M,1425 Middle River Drive,Coral Ridge,Single Family,3355,4995000,1489.0,966.0,54.1,3241000,1754000,"Listed 54% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $3,241,000."
Cancelled,$3M–$5M,3310 NE 16th St,Las Olas,Single Family,3019,4950000,1640.0,1321.0,24.1,3988000,962000,"Listed 24% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $3,988,000."
Cancelled,$3M–$5M,1833 SE 7th St,Rio Vista,Single Family,3739,4950000,1324.0,1089.0,21.6,4072000,878000,"Listed 22% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $4,072,000."
Cancelled,$3M–$5M,3318 NE 17th Street,Las Olas,Single Family,3641,4900000,1346.0,1092.0,23.3,3976000,924000,"Listed 23% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $3,976,000."
Cancelled,$3M–$5M,1550 Ponce De Leon Dr,Rio Vista,Single Family,4040,4895000,1212.0,1095.0,10.7,4424000,471000,"Listed 11% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $4,424,000."
Cancelled,$3M–$5M,1550 Ponce De Leon Dr,Rio Vista,Single Family,4040,4895000,1212.0,1095.0,10.7,4424000,471000,"Listed 11% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $4,424,000."
Expired,$3M–$5M,3310 NE 16th St,Las Olas,Single Family,3019,4850000,1606.0,1321.0,21.6,3988000,862000,"Listed 22% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $3,988,000."
Expired,$3M–$5M,2701 N Atlantic Blvd,Lauderdale Beach,Single Family,3084,4500000,1459.0,917.0,59.1,2828000,1672000,"Listed 59% over supported value — comparable Lauderdale Beach homes sell near $1,015/sqft. Suggested list $2,828,000."
Cancelled,$3M–$5M,2625 NE 29th Ct,Coral Ridge Galt,Single Family,4752,4500000,947.0,772.0,22.7,3669000,831000,"Listed 23% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $3,669,000."
Cancelled,$3M–$5M,1115 SW 5th Pl,Riverside,Single Family,4438,4500000,1014.0,863.0,17.5,3830000,670000,"Listed 17% over supported value — comparable Riverside homes sell near $515/sqft. Suggested list $3,830,000."
Expired,$3M–$5M,525 N Ft Lauderdale Beach Blvd Unit#602,Four Seasons,Condo,2291,4500000,1964.0,1620.0,21.2,3711000,789000,"Listed 21% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $3,711,000."
Expired,$3M–$5M,525 N Ft Lauderdale Beach Unit#1804,Four Seasons,Condo,2242,4500000,2007.0,1574.0,27.5,3529000,971000,"Listed 28% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $3,529,000."
Expired,$3M–$5M,525 Fort Lauderdale Beach Blvd Unit#802,Four Seasons,Condo,2237,4495000,2009.0,1625.0,23.6,3635000,860000,"Listed 24% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $3,635,000."
Expired,$3M–$5M,525 Fort Lauderdale Beach Blvd Unit#802,Four Seasons,Condo,2237,4495000,2009.0,1625.0,23.6,3635000,860000,"Listed 24% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $3,635,000."
Cancelled,$3M–$5M,2512 Barbara Dr,Harbor Beach,Single Family,5000,4495000,899.0,608.0,47.9,3040000,1455000,"Listed 48% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $3,040,000."
Cancelled,$3M–$5M,801 SE 11th Ct,Rio Vista,Single Family,3323,4495000,1353.0,1118.0,21.0,3715000,780000,"Listed 21% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $3,715,000."
Expired,$3M–$5M,3321 NE 16th Pl,Las Olas,Single Family,3747,4425000,1181.0,917.0,28.8,3436000,989000,"Listed 29% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $3,436,000."
Cancelled,$3M–$5M,2875 NE 25th Court,Coral Ridge Galt,Single Family,3910,4399000,1125.0,940.0,19.7,3675000,724000,"Listed 20% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $3,675,000."
Cancelled,$3M–$5M,2875 NE 25 Court,Coral Ridge Galt,Single Family,3910,4399000,1125.0,940.0,19.7,3675000,724000,"Listed 20% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $3,675,000."
Cancelled,$3M–$5M,405 Bontona Avenue,Venice,Single Family,3342,4350000,1302.0,965.0,34.9,3225000,1125000,"Listed 35% over supported value — comparable Venice homes sell near $1,123/sqft. Suggested list $3,225,000."
Expired,$3M–$5M,1020 SE 13th Ter,Rio Vista,Single Family,4075,4299999,1055.0,951.0,10.9,3875000,425000,"Listed 11% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $3,875,000."
Expired,$3M–$5M,3321 16th Pl,Las Olas,Single Family,3747,4250000,1134.0,917.0,23.7,3436000,814000,"Listed 24% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $3,436,000."
Cancelled,$3M–$5M,349 Idlewyld Dr,Idlewyld,Single Family,3077,4250000,1381.0,1166.0,18.4,3588000,662000,"Listed 18% over supported value — comparable Idlewyld homes sell near $813/sqft. Suggested list $3,588,000."
Expired,$3M–$5M,2877 NE 29th St,Coral Ridge Galt,Single Family,3079,4200000,1364.0,864.0,57.9,2660000,1540000,"Listed 58% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,660,000."
Cancelled,$3M–$5M,2877 NE 29th St,Coral Ridge Galt,Single Family,3079,4200000,1364.0,864.0,57.9,2660000,1540000,"Listed 58% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,660,000."
Cancelled,$3M–$5M,335 Coral Way,Coral Isles,Single Family,2683,4195000,1564.0,1027.0,52.3,2755000,1440000,"Listed 52% over supported value — comparable Coral Isles homes sell near $1,275/sqft. Suggested list $2,755,000."
Cancelled,$3M–$5M,525 N Fort Lauderdale Beach Blvd Unit#1505,Four Seasons,Condo,1597,4100000,2567.0,1642.0,56.3,2622000,1478000,"Listed 56% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $2,622,000."
Cancelled,$3M–$5M,1205 Avocado Isle,South New River Isles,Single Family,4311,3995000,927.0,737.0,25.8,3177000,818000,"Listed 26% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $3,177,000."
Cancelled,$3M–$5M,11 Sylvan Ln,Harbor Beach,Single Family,3056,3990000,1306.0,967.0,35.1,2955000,1035000,"Listed 35% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $2,955,000."
Cancelled,$3M–$5M,1817 Harbourview Dr,Harbour Heights,Single Family,3050,3950000,1295.0,957.0,35.3,2919000,1031000,"Listed 35% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $2,919,000."
Cancelled,$3M–$5M,79 Fiesta Way,Nurmi Isles,Single Family,2740,3900000,1423.0,974.0,46.1,2669000,1231000,"Listed 46% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $2,669,000."
Cancelled,$3M–$5M,2878 NE 26th Street,Coral Ridge Galt,Single Family,3142,3900000,1241.0,849.0,46.2,2668000,1232000,"Listed 46% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,668,000."
Expired,$3M–$5M,2878 NE 26th Street,Coral Ridge Galt,Single Family,3583,3900000,1088.0,835.0,30.3,2992000,908000,"Listed 30% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,992,000."
Cancelled,$3M–$5M,1621 Seabreeze Blvd,Harbor Beach,Single Family,3123,3875000,1241.0,889.0,39.6,2776000,1099000,"Listed 40% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $2,776,000."
Expired,$3M–$5M,3321 NE 16th Pl,Las Olas,Single Family,3747,3850000,1027.0,920.0,11.6,3447000,403000,"Listed 12% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $3,447,000."
Cancelled,$3M–$5M,525 N Fort Lauderdale Beach Blvd Unit#1204,Four Seasons,Condo,2069,3845000,1858.0,1641.0,13.2,3395000,450000,"Listed 13% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $3,395,000."
Cancelled,$3M–$5M,525 N Fort Lauderdale Beach blvd Unit#1504,Four Seasons,Condo,2069,3795000,1834.0,1244.0,47.4,2574000,1221000,"Listed 47% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $2,574,000."
Cancelled,$3M–$5M,2709 NE 25th Ct,Coral Ridge Galt,Single Family,3182,3790000,1191.0,992.0,20.1,3157000,633000,"Listed 20% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $3,157,000."
Withdrawn,$3M–$5M,525 N Fort Lauderdale Beach Boulevard Unit#1705,Four Seasons,Condo,1794,3699000,2062.0,1619.0,27.4,2904000,795000,"Listed 27% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $2,904,000."
Expired,$3M–$5M,325 Poinciana Drive,Idlewyld,Single Family,2453,3680000,1500.0,1074.0,39.7,2635000,1045000,"Listed 40% over supported value — comparable Idlewyld homes sell near $813/sqft. Suggested list $2,635,000."
Expired,$3M–$5M,2616 Acacia Court,Idlewyld,Single Family,3812,3645000,956.0,803.0,19.1,3061000,584000,"Listed 19% over supported value — comparable Idlewyld homes sell near $813/sqft. Suggested list $3,061,000."
Cancelled,$3M–$5M,1710 Middle River Dr,Coral Ridge,Single Family,3722,3600000,967.0,862.0,12.2,3208000,392000,"Listed 12% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $3,208,000."
Cancelled,$3M–$5M,2217 NE 17th Ter,Middle River Manor,Single Family,3804,3550000,933.0,731.0,27.6,2781000,769000,"Listed 28% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $2,781,000."
Expired,$3M–$5M,430 NE 21st Ct,Wilton Manors,Single Family,3368,3500000,1039.0,815.0,27.5,2745000,755000,"Listed 27% over supported value — comparable Wilton Manors homes sell near $597/sqft. Suggested list $2,745,000."
TempOff,$3M–$5M,3329 NE 16th Court,Las Olas,Single Family,2897,3499900,1208.0,884.0,36.7,2561000,939000,"Listed 37% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $2,561,000."
Cancelled,$3M–$5M,1 Las Olas Circle Unit#1501,Venetian Condominium,Condo,3425,3499000,1022.0,643.0,58.9,2202000,1297000,"Listed 59% over supported value — comparable Venetian Condominium homes sell near $560/sqft. Suggested list $2,202,000."
Cancelled,$3M–$5M,525 N Fort Lauderdale Beach Blvd Unit#1509,Four Seasons,Condo,1867,3450000,1848.0,1222.0,51.2,2281000,1169000,"Listed 51% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $2,281,000."
Cancelled,$3M–$5M,456 Victoria Ter,Victoria Park,Single Family,2187,3295460,1507.0,1146.0,31.5,2506000,789000,"Listed 32% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $2,506,000."
Cancelled,$3M–$5M,1321 Tangelo Isle,South New River Isles,Single Family,2489,3290000,1322.0,930.0,42.2,2315000,975000,"Listed 42% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $2,315,000."
Expired,$3M–$5M,909 SE 10th St,Rio Vista,Single Family,3323,3199999,963.0,645.0,49.3,2143000,1057000,"Listed 49% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $2,143,000."
Cancelled,$3M–$5M,2217 NE 17th Ter,Middle River Manor,Single Family,3804,3199000,841.0,731.0,15.0,2781000,418000,"Listed 15% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $2,781,000."
Expired,$3M–$5M,73 Fiesta Way,Nurmi Isles,Single Family,2072,3185000,1537.0,1019.0,50.8,2111000,1074000,"Listed 51% over supported value — comparable Nurmi Isles homes sell near $1,071/sqft. Suggested list $2,111,000."
Expired,$3M–$5M,600 N Victoria Ter,Victoria Park,Single Family,3004,3175000,1057.0,867.0,21.9,2604000,571000,"Listed 22% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $2,604,000."
Cancelled,$3M–$5M,600 N Victoria Ter,Victoria Park,Single Family,3004,3099000,1032.0,867.0,19.0,2604000,495000,"Listed 19% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $2,604,000."
Expired,$3M–$5M,1749 SE 9th Street,Rio Vista,Single Family,2598,3025000,1164.0,918.0,26.8,2385000,640000,"Listed 27% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $2,385,000."
Cancelled,$2M–$3M,2816 NE 24th Pl,Coral Ridge Galt,Single Family,2722,2999999,1102.0,862.0,27.8,2346000,654000,"Listed 28% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,346,000."
Expired,$2M–$3M,1762 SE 7th St,Rio Vista,Single Family,2062,2999000,1454.0,947.0,53.5,1953000,1046000,"Listed 54% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,953,000."
Cancelled,$2M–$3M,456 Victoria Ter,Victoria Park,Single Family,2187,2975000,1360.0,1146.0,18.7,2506000,469000,"Listed 19% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $2,506,000."
Cancelled,$2M–$3M,2500 Bayview Dr,Coral Ridge Galt,Single Family,2309,2950000,1278.0,910.0,40.4,2101000,849000,"Listed 40% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,101,000."
Expired,$2M–$3M,1325 Middle River Drive,Coral Ridge,Single Family,2768,2950000,1066.0,863.0,23.5,2389000,561000,"Listed 24% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $2,389,000."
Expired,$2M–$3M,1700 Marietta Dr,Harbor Beach,Single Family,2070,2850000,1377.0,983.0,40.1,2035000,815000,"Listed 40% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $2,035,000."
Expired,$2M–$3M,101 S Fort Lauderdale Beach Blvd Unit#208,Las Olas,Condo,3080,2850000,925.0,601.0,53.9,1851000,999000,"Listed 54% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,851,000."
Expired,$2M–$3M,544 N Victoria Park Rd,Victoria Park,Single Family,3020,2750000,911.0,790.0,15.3,2386000,364000,"Listed 15% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $2,386,000."
Cancelled,$2M–$3M,317 NE 21st St,Wilton Manors,Single Family,2796,2750000,984.0,816.0,20.6,2282000,468000,"Listed 21% over supported value — comparable Wilton Manors homes sell near $597/sqft. Suggested list $2,282,000."
Cancelled,$2M–$3M,2816 NE 24th Pl,Coral Ridge Galt,Single Family,2722,2750000,1010.0,821.0,23.0,2235000,515000,"Listed 23% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,235,000."
Cancelled,$2M–$3M,1628 NE 17th Avenue,Poinsettia Heights,Single Family,2924,2699000,923.0,759.0,21.6,2219000,480000,"Listed 22% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $2,219,000."
Cancelled,$2M–$3M,1628 NE 17th Avenue,Progresso,Single Family,2924,2699000,923.0,680.0,35.7,1988000,711000,"Listed 36% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,988,000."
Withdrawn,$2M–$3M,525 N Ft Lauderdale Beach Boulevard Unit#1707,Four Seasons,Condo,1308,2699000,2063.0,1632.0,26.4,2135000,564000,"Listed 26% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $2,135,000."
Expired,$2M–$3M,2809 NE 25th St,Coral Ridge Galt,Single Family,2347,2699000,1150.0,832.0,38.2,1953000,746000,"Listed 38% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,953,000."
Expired,$2M–$3M,1712 NE 16th Terrace,Progresso,Single Family,3149,2695000,856.0,736.0,16.3,2318000,377000,"Listed 16% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $2,318,000."
Cancelled,$2M–$3M,301 NE 27th Dr,Tropical Manors,Single Family,2687,2695000,1003.0,803.0,24.9,2158000,537000,"Listed 25% over supported value — comparable Tropical Manors homes sell near $588/sqft. Suggested list $2,158,000."
Expired,$2M–$3M,2805 NE 29th Street,Coral Ridge Galt,Single Family,2431,2690000,1107.0,890.0,24.4,2164000,526000,"Listed 24% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $2,164,000."
Cancelled,$2M–$3M,301 NE 27th Dr,Tropical Manors,Single Family,2687,2679500,997.0,803.0,24.2,2158000,522000,"Listed 24% over supported value — comparable Tropical Manors homes sell near $588/sqft. Suggested list $2,158,000."
Cancelled,$2M–$3M,2813 NE 29th Street,Coral Ridge Galt,Single Family,2152,2650000,1231.0,835.0,47.4,1797000,853000,"Listed 47% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,797,000."
Cancelled,$2M–$3M,2516 NE 26th Ave,Coral Ridge Galt,Single Family,3011,2600000,864.0,645.0,34.0,1942000,658000,"Listed 34% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,942,000."
TempOff,$2M–$3M,1 Las Olas Circle Unit#PH3,Venetian Condominium,Condo,3542,2599000,734.0,581.0,26.3,2058000,541000,"Listed 26% over supported value — comparable Venetian Condominium homes sell near $560/sqft. Suggested list $2,058,000."
Cancelled,$2M–$3M,2516 NE 26th Ave,Coral Ridge Galt,Single Family,3011,2570000,854.0,645.0,32.4,1942000,628000,"Listed 32% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,942,000."
Cancelled,$2M–$3M,101 S Fort Lauderdale Beach Blvd Unit#1001,Las Olas,Condo,2950,2550000,864.0,644.0,34.2,1900000,650000,"Listed 34% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,900,000."
